nummer,naam stier,gebjr,run nummer,basis,kicode,owner,base,rel NVI,NVI,source production,rel Inet,dochters productie,milk,fat,protein,lactose,rel milk,rel fat,rel prot,rel lact,source dmi,daughters dmi,rel dmi direct,rel dmi incl voorspellers,rel bvo,rel bvk,dmi direct,dmi incl voorspellers,FSM,FSCM,bvo obv selectieindex,rel bvo new,diff bvo
HOLDEUM000358140082,CONNOR,2015,241,1,769642,KI34,2024HC,81,32,J,89,0,731,3,16,40,91,91,89,89,J,0,50,75,57,57,52,45,13,13,7,57,6
HOLNLDM000919701221,GROENIBO HELI,2012,241,1,39722,KI39,2024HC,90,-55,E,96,163,-1667,-4,-35,-80,97,97,96,97,E,0,51,76,60,60,-108,-171,57,55,51,60,6
HOLNLDM000489615081,DELTA UPDATE,2008,241,1,978884,CO60,2024HC,91,-119,E,97,192,-428,-23,-10,-27,97,97,97,97,E,0,53,77,61,61,-35,-56,-26,-25,-13,61,-13
HOLFRAM008576712540,JADOBLUM,2014,241,1,780094,IM53,2024HC,82,-33,J,84,0,-265,-20,-1,-14,89,88,84,87,J,0,49,74,55,55,-34,-25,-30,-29,-17,55,-13
HOLNLDM000568486845,DE BIESHEUVEL BLACK,2010,241,1,940418,CO60,2024HC,92,-90,E,97,205,-1287,-50,-37,-47,98,97,97,98,E,0,53,77,61,61,-50,-149,-35,-34,-2,61,-33
HOLNLDM000439654306,GROENHILDE LESLIE,2005,241,1,977609,CO60,2024HC,90,-128,E,96,133,310,-35,-5,6,97,97,96,97,E,0,55,77,61,61,53,-58,-15,-15,1,61,-16
HOLUSAM003251555676,PEAK HAVANA-P,2022,241,1,943020,CO60,2024HC,67,163,G,73,0,1348,57,52,63,80,79,73,73,G,0,47,72,50,50,139,243,-15,-15,-22,50,7
HOLNLDM000968270167,S.J.K. FOUNDATION,2021,241,1,784561,IM90,2024HC,69,208,G,76,0,1252,76,44,60,82,81,76,75,G,0,47,72,50,50,48,180,77,75,33,50,44
HOLNLDM000439653992,SOUTHLAND MENTOR,2006,241,1,977845,CO60,2024HC,89,-170,E,95,126,-71,-47,-19,1,96,96,95,96,E,0,51,76,59,59,-129,-180,63,61,70,59,-7
HOLBELM000111353086,VERSIERS TIGUAN,2013,241,1,941258,CO60,2024HC,90,26,E,96,138,-43,-12,-12,2,97,97,96,97,E,0,55,77,61,61,-10,-57,21,20,26,61,-5
HOLNLDM000719787292,DELTA PROMINENT,2018,241,1,942222,CO60,2024HC,89,193,E,92,1383,655,36,37,22,94,94,92,94,E,0,55,77,60,60,16,133,0,0,-21,60,21
HOLDEUM000359686738,KARIBU,2016,241,1,781162,,2024HC,82,70,J,89,0,825,24,24,34,92,91,89,89,J,0,47,74,55,55,30,100,5,5,-8,55,13
HOLUSAM000062175932,PINE-TREE MARTHA SHAMPOO,2005,241,1,765501,CO60,2024HC,86,-91,J,89,0,-426,-10,-25,-26,92,91,89,89,J,0,55,77,59,59,77,5,-75,-73,-50,59,-25
HOLNLDM000679779964,PLATAAN FOCUS,2019,241,1,942556,CO60,2024HC,74,135,G,80,0,989,48,32,48,86,85,80,79,G,0,49,74,53,53,107,167,8,8,-8,53,16
HOLNLDM000669633054,AALSHORST MULTIPLAYER,2016,241,1,39847,KI39,2024HC,88,-50,E,95,113,440,23,6,25,96,96,95,96,E,0,52,76,59,59,103,141,-65,-63,-55,59,-10
HOLUSAM003212150609,WINSTAR ALTAREGULUS,2020,241,1,783468,KI77,2024HC,70,202,G,76,0,288,104,36,17,83,81,76,76,G,0,47,72,50,50,204,301,-31,-30,-53,50,22
HOLCZEM000929058061,AGRAS UGO,2015,241,1,941828,CO60,2024HC,78,-17,J,79,0,426,-3,4,27,85,84,79,85,J,0,51,74,54,54,-55,-27,48,47,38,54,10
HOLNLDM000499747659,GLINZER BURNJET,2008,241,1,39496,KI39,2024HC,88,-64,E,95,110,171,-25,-1,5,96,96,95,96,E,0,49,75,58,58,-113,-122,73,71,64,58,9
HOLUSAM003232439412,BLUMENFELD ASGARDIAN,2021,241,1,942746,CO60,2024HC,67,253,G,73,0,2502,67,57,119,81,79,73,74,G,0,47,72,50,50,64,172,130,126,78,50,52
HOLUSAM003132426438,PEAK FANNING,2015,241,1,941811,CO60,2024HC,73,88,G,78,0,504,34,18,19,84,83,78,77,G,0,48,73,52,52,-54,66,40,39,19,52,21
HOLUSAM003252413818,LA-CA-DE-LE DULCE NOCHE,2022,241,1,785139,IM90,2024HC,66,270,G,72,0,1566,99,52,74,80,78,72,73,G,0,47,72,49,49,98,276,49,48,11,49,38
HOLUSAM000062959880,BEYERCREST ALTARELIANT,2006,241,1,766640,KI77,2024HC,97,-14,E,99,3810,-587,-10,-19,-29,99,99,99,99,E,0,53,77,62,62,-80,-133,67,65,62,62,5
HOLNLDM000549118804,KOEPON REFORMER,2021,241,1,942562,CO60,2024HC,71,223,G,78,0,1775,62,70,90,84,83,78,77,G,0,47,73,52,52,122,275,6,6,-13,52,19
HOLNLDM000889323731,3STAR PB KRISPY,2021,241,1,784678,IM74,2024HC,69,274,G,75,0,1190,85,49,57,82,80,75,75,G,0,47,72,50,50,67,206,72,70,27,50,45
HOLNLDM000969839053,SIR WILLIAM,2013,241,1,941199,CO60,2024HC,89,-7,E,95,129,775,-3,13,40,96,96,95,96,E,0,51,76,59,59,-44,30,12,12,9,59,3
HOLNLDM000889981661,DELTA QUALITY,2010,241,1,940597,CO60,2024HC,91,-64,E,96,166,60,-41,-9,3,97,97,96,97,E,0,52,77,61,61,-63,-83,-9,-9,8,61,-17
HOLNLDM000549852801,HEUVEL LUKOKI,2013,241,1,39723,KI39,2024HC,95,-26,E,99,1058,-251,-37,-9,-20,99,99,99,99,E,0,54,77,62,62,-18,-26,-78,-76,-51,62,-27
HOLDEUM000539063836,BORN P RDC,2016,241,1,780147,IM74,2024HC,87,101,E,92,46,61,37,17,-5,94,94,92,94,E,2,44,74,56,56,-43,59,32,31,5,56,27
HOLNLDM000929950910,LOWLANDS MIRACLE,2019,241,1,942343,CO60,2024HC,84,128,E,88,252,754,52,37,27,92,91,88,91,E,0,56,77,59,59,50,157,14,14,-11,59,25
HOLUSAM003142332606,SCORPION,2018,241,1,781998,IM74,2024HC,79,139,E,86,108,767,40,45,38,90,90,86,90,E,1,37,72,53,53,114,218,-54,-52,-63,53,9
HOLNLDM000419429328,LOWLANDS LAMBERT,2005,241,1,977445,CO60,2024HC,90,-290,E,96,172,-192,-36,-14,-25,97,97,96,97,E,0,54,77,61,61,-41,-66,-45,-44,-23,61,-22
HOLUSAM003251555525,PEAK HOTJAVA,2022,241,1,942972,CO60,2024HC,66,239,G,72,0,-69,106,31,-8,80,78,72,73,G,0,47,72,49,49,94,214,33,32,-8,49,41
HOLDEUM000349739141,SHANDAR,2005,241,1,765710,CO60,2024HC,87,-113,E,89,34,1221,8,12,57,92,91,89,92,E,0,53,76,58,58,102,129,-51,-49,-38,58,-13
HOLNLDM000519999767,DELTA AVALANCH,2008,241,1,978843,CO60,2024HC,89,-257,E,95,100,126,-17,-18,3,96,96,95,96,E,0,57,78,62,62,34,-15,-37,-36,-16,62,-21
HOLNLDM000629528835,DELTA ASSIST,2017,241,1,941953,CO60,2024HC,93,191,E,98,496,1293,58,45,61,99,98,98,99,E,3,56,78,63,63,180,263,-42,-41,-63,63,21
HOLDEUM000958220659,RANGO,2022,241,1,785394,IM74,2024HC,68,299,G,74,0,1536,81,50,77,81,79,74,74,G,0,47,72,50,50,54,260,28,27,0,50,28
HOLNLDM000879587024,VLAGBERG DROST,2017,241,1,942077,CO60,2024HC,91,236,E,96,598,817,51,36,32,97,97,96,97,E,0,50,76,60,60,11,142,30,29,-5,60,35
HOLNLDM000889818927,DOUBLE W JK EDER ROCKER,2010,241,1,940392,CO60,2024HC,91,-66,E,97,181,775,-5,24,40,97,97,97,97,E,0,53,77,61,61,19,-3,52,50,35,61,17
HOLNLDM000658335550,DELTA TREVOR,2019,241,1,942277,CO60,2024HC,86,160,E,91,463,-7,44,7,-1,94,93,91,93,E,0,50,75,57,57,33,27,71,69,38,57,33
HOLBELM000911953889,DOODHOEK KINGSTON,2015,241,1,941608,CO60,2024HC,94,152,E,98,436,878,-7,37,38,99,99,98,99,E,0,52,77,62,62,-54,-4,61,59,31,62,30
HOLNLDM000449437616,ELAGAASTER DUKE,2006,241,1,978262,CO60,2024HC,90,-142,E,96,155,-763,-62,-35,-29,97,97,96,97,E,0,53,77,61,61,-95,-174,-17,-16,16,61,-33
HOLDEUM000769963063,IPSTER P,2013,241,1,768284,IM53,2024HC,76,-44,J,81,0,-1265,-4,-35,-50,86,85,81,86,J,0,50,74,54,54,-89,-127,39,38,31,54,8
HOLNLDM000739022942,VERO GOLIATH,2010,241,1,940430,CO60,2024HC,94,-48,E,98,304,508,-34,0,37,99,99,98,99,E,1,59,79,64,64,2,-6,-33,-32,-11,64,-22
HOLUSAM000063026939,CO-OP BOSSIDE MASSEY,2007,241,1,764974,IM53,2024HC,96,-29,D,99,978,47,-10,-2,5,99,99,99,99,D,8,65,80,66,66,-71,-51,32,31,30,66,2
HOLNLDM000899486602,MIDWOLDER MARSHALL,2015,241,1,941755,CO60,2024HC,95,133,E,99,565,648,36,10,30,99,99,99,99,E,0,52,77,62,62,15,78,33,32,18,62,15
HOLUSAM003231545542,PINE-TREE ANSON,2022,241,1,942881,CO60,2024HC,67,199,G,73,0,568,83,30,27,81,79,73,74,G,0,47,72,50,50,0,94,134,130,70,50,64
HOLNLDM000449849967,HEUVEL EMANUELSON,2006,241,1,978263,CO60,2024HC,95,-46,E,99,937,290,-25,4,7,99,99,99,99,E,0,51,77,62,62,-105,-83,41,40,36,62,5
HOLUSAM000141733074,RONELEE SHAMROCK DUSTIN,2012,241,1,768157,KI22,2024HC,79,87,J,83,0,1438,8,9,59,87,86,83,86,J,0,50,74,54,54,-36,-16,93,90,68,54,25
HOLCANM000011775998,WALNUTLAWN SOLOMON,2013,241,1,768370,IM75,2024HC,94,-211,D,99,792,-846,-44,-39,-30,99,99,99,99,D,1,43,75,59,59,40,-43,-116,-113,-55,59,-61
HOLNLDM000579558876,HUL-STEIN FRYSMAN P,2021,241,1,57340,KI57,2024HC,72,187,G,78,0,917,100,52,48,84,83,78,77,G,0,48,73,52,52,183,351,-46,-45,-62,52,16
HOLNLDM000469108840,CORPORAL,2006,241,1,39428,KI39,2024HC,88,-241,E,94,92,-41,-35,-12,-10,95,95,94,95,E,0,50,76,59,59,-29,-100,6,6,18,59,-12
HOLBELM000411506393,DELTA BULB,2012,241,1,941034,CO60,2024HC,91,110,E,96,158,645,-12,1,47,97,97,96,97,E,0,53,77,61,61,-105,-61,77,75,71,61,6
HOLNLDM000490775822,PEELDIJKER ABEL,2008,241,1,978985,CO60,2024HC,90,-242,E,96,150,-9,-28,-12,-14,97,97,96,97,E,0,51,76,60,60,71,-30,-53,-51,-29,60,-24
HOLNLDM000610971239,HORST TOPGUN,2012,241,1,940968,CO60,2024HC,93,-15,E,98,259,-627,5,1,-22,98,98,98,98,E,2,49,76,60,60,-53,-50,43,42,26,60,17
HOLNLDM000919516500,BARNKAMPER EPOCHAL,2012,241,1,767376,IM74,2024HC,91,1,E,96,123,1040,-11,-1,64,97,97,96,97,E,0,53,77,61,61,68,69,-38,-37,-15,61,-23
HOLNLDM000469725113,OOSTERZICHT GRAND,2007,241,1,978446,CO60,2024HC,94,-64,E,98,383,-79,-18,-8,7,99,99,98,99,E,0,51,76,61,61,-38,-96,56,54,55,61,1
HOLDEUM000359171051,BALI P,2016,241,1,780686,KI34,2024HC,81,89,E,86,18,-81,17,1,1,90,89,86,89,E,0,49,74,55,55,-19,48,-11,-11,-13,55,2
HOLDEUM000770618336,STAR P,2019,241,1,782758,IM74,2024HC,75,139,J,84,0,1130,27,36,55,88,87,84,87,J,0,48,74,54,54,-1,72,70,68,40,54,30
HOLNLDM000620605386,DELTA RIBBON,2019,241,1,942360,CO60,2024HC,76,223,G,82,0,1170,39,45,54,87,86,82,80,G,0,50,74,54,54,3,117,58,56,30,54,28
HOLDEUM000538159259,BLUE P,2014,241,1,768431,IM74,2024HC,82,-70,J,90,0,113,-29,-11,2,92,92,90,89,J,0,49,75,57,57,44,-6,-64,-62,-37,57,-27
HOLUSAM000062510183,ZIMMERVIEW SHOTTLE JT,2005,241,1,765722,CO60,2024HC,86,-128,J,90,0,221,-17,-19,5,93,92,90,90,J,0,53,76,58,58,26,-71,20,19,25,58,-5
HOLDEUM000770405808,FABULUS,2016,241,1,780684,KI34,2024HC,87,145,E,92,91,-329,71,16,-21,94,94,92,94,E,0,51,75,58,58,41,85,62,60,17,58,45
HOLDEUM000350597924,GONZALES,2006,241,1,764825,CO60,2024HC,83,-200,E,87,22,-741,-42,-27,-41,90,89,87,89,E,0,53,75,56,56,-138,-160,9,9,22,56,-13
HOLNLDM000430649985,DELTA JURYMAN,2005,241,1,977410,CO60,2024HC,90,-275,E,96,156,392,-32,-13,6,97,97,96,97,E,0,54,77,61,61,61,-38,-37,-36,-13,61,-24
HOLDEUM000359296703,BACKSTAGE,2016,241,1,780376,IM03,2024HC,87,152,E,91,51,680,30,28,30,93,93,91,93,E,0,49,75,57,57,134,122,-4,-4,-19,57,15
HOLNLDM000629932290,DELTA FLAGSTONE,2021,241,1,942573,CO60,2024HC,74,294,G,80,0,1409,99,63,74,85,84,80,78,G,0,49,73,52,52,80,235,102,99,43,52,59
HOLNLDM000489811742,ABTSHOEVE STAMPA,2007,241,1,978714,CO60,2024HC,91,-128,E,96,141,-1520,-55,-50,-70,97,97,96,97,E,0,55,77,61,61,-88,-241,13,13,40,61,-27
HOLNLDM000440899723,WILLEM'S-HOEVE WILLEM'S HOEVE,2006,241,1,977944,CO60,2024HC,89,-221,E,95,109,-69,-72,-37,-16,96,96,95,96,E,0,56,77,61,61,-81,-148,-55,-53,-8,61,-47
HOLNLDM000919516454,BARNKAMPER MARLEY,2012,241,1,940995,CO60,2024HC,92,-72,E,97,235,-621,9,-23,-31,98,98,97,98,E,0,52,77,61,61,78,9,-41,-40,-26,61,-15
HOLDEUM001269506693,SPIRIT,2019,241,1,782560,IM74,2024HC,76,139,J,84,0,1254,21,25,48,88,87,84,87,J,0,47,73,53,53,103,147,-35,-34,-34,53,-1
HOLDEUM000770497966,NH SUNVIEW MITCH,2016,241,1,780813,IM90,2024HC,90,121,E,96,646,536,64,28,23,97,97,96,97,E,0,48,76,60,60,103,155,28,27,-7,60,35
HOLNLDM000749140045,DE VOLMER DG BUDDY,2009,241,1,940052,CO60,2024HC,90,-146,E,96,156,295,-15,-15,17,97,97,96,97,E,0,51,76,60,60,-77,-63,30,29,39,60,-9
HOLNLDM000520858277,DELTA ARTHUR,2008,241,1,978793,CO60,2024HC,91,-77,E,97,179,-743,-23,-27,-42,97,97,97,97,E,0,56,78,62,62,-151,-212,99,96,91,62,8
HOLDEUM000360558604,GIN,2017,241,1,782157,IM74,2024HC,80,152,J,89,0,973,30,36,36,92,91,89,89,J,0,47,74,55,55,-30,140,-8,-8,-22,55,14
HOLNLDM000760058505,SHEAN,2013,241,1,768451,IM90,2024HC,86,-2,E,93,67,877,-4,7,49,94,94,93,94,E,0,50,75,58,58,36,57,-16,-16,-8,58,-8
HOLDEUM000359252647,BASALT,2016,241,1,780539,VL06,2024HC,84,41,J,89,0,666,-4,20,22,91,90,89,89,J,0,49,75,56,56,107,92,-60,-58,-47,56,-13
HOLDEUM000770601887,RAFTING,2017,241,1,781400,IM74,2024HC,82,133,J,90,0,1382,55,48,62,92,92,90,89,J,0,48,74,56,56,146,252,-33,-32,-50,56,17
HOLNLDM000390974785,LOWLANDS IVORY,2005,241,1,977345,CO60,2024HC,88,-220,E,94,106,-1141,-50,-27,-53,96,95,94,96,E,0,55,77,60,60,33,-104,-74,-72,-40,60,-34
HOLNLDM000630039300,BENTHEMMER MINOS,2009,241,1,940333,CO60,2024HC,76,-129,G,81,0,-854,-16,-22,-35,87,85,81,80,G,0,55,75,54,54,-27,-110,23,22,21,54,2
HOLNLDM000440899367,WILLEM'S-HOEVE WILLEM'S HOEVE,2006,241,1,977741,CO60,2024HC,90,-322,E,96,166,46,-40,-5,-12,97,97,96,97,E,0,55,77,61,61,-28,-137,38,37,40,61,-2
HOLNLDM000440899071,WILLEM'S-HOEVE WILLEM'S HOEVE,2005,241,1,977531,CO60,2024HC,90,-192,E,96,143,266,-20,4,7,97,96,96,97,E,0,51,76,60,60,-101,-76,45,44,38,60,7
HOLDEUM000360940332,SIMPSON P,2018,241,1,782307,IM03,2024HC,78,144,J,88,0,646,54,16,27,91,89,88,89,J,0,48,74,55,55,118,145,8,8,-13,55,21
HOLNLDM000940874460,ELAGAASTER JARED,2010,241,1,940598,CO60,2024HC,91,0,E,96,136,956,-19,14,45,97,97,96,97,E,0,55,77,61,61,99,76,-62,-60,-44,61,-18
HOLNLDM000940709960,WATERMOLEN MANDY KODAK ET,2017,241,1,784982,IM63,2024HC,78,84,J,84,0,1565,47,33,66,88,86,84,87,J,0,48,74,54,54,64,196,-6,-6,-20,54,14
HOLNLDM000420132800,WILLEM'S-HOEVE ALTARUSH,2005,241,1,771620,KI77,2024HC,93,-145,D,98,362,406,-54,-38,36,98,98,98,98,D,1,53,77,61,61,-47,-144,22,21,61,61,-39
HOLNLDM000930073071,ZANDENBURG MOJITO,2013,241,1,768577,VL21,2024HC,83,-66,J,88,0,1209,25,11,54,91,90,88,89,J,0,51,75,56,56,89,100,10,10,2,56,8
HOLDEUM000350513847,CORONA ENORM P,2006,241,1,57110,KI57,2024HC,88,-405,E,95,125,-2214,-79,-89,-99,96,96,95,96,E,0,52,76,59,59,-136,-351,7,7,57,59,-50
HOLNLDM000440899646,WILLEM'S-HOEVE WILLEM'S HOEVE,2006,241,1,977921,CO60,2024HC,89,-208,E,95,133,-465,-35,-44,-34,96,96,95,96,E,0,51,76,59,59,-93,-204,55,53,69,59,-14
HOLUSAM000063262904,BOMAZ LYNCH KAMIN 693,2007,241,1,766127,CO60,2024HC,69,-100,I,77,0,-574,-9,-20,-26,82,80,77,75,I,0,12,64,42,42,-107,-129,67,65,48,42,19
HOLDEUM000360992525,GGA PANTONE,2018,241,1,782462,IM65,2024HC,75,158,J,82,0,1427,-13,45,68,86,85,82,86,J,0,48,73,53,53,3,56,23,22,18,53,5
HOLDEUM000349963611,GOLDINO,2005,241,1,765720,CO60,2024HC,92,-154,E,96,205,-831,-20,-25,-42,97,97,96,97,E,0,53,77,61,61,-36,-66,-38,-37,-18,61,-20
HOLNLDM000680292023,VISSTEIN K&L PROMOTER,2014,241,1,941508,CO60,2024HC,94,-8,E,98,428,162,-20,-1,10,99,99,98,99,E,1,47,76,61,61,-22,-25,-9,-9,1,61,-10
HOLNLDM000640930657,VENERIETE VIGGO,2015,241,1,769460,IM90,2024HC,82,138,E,89,28,286,16,4,18,92,91,89,91,E,0,52,75,57,57,-79,17,36,35,23,57,13
HOLNLDM000470475320,PEELDIJKER PHANTASY,2006,241,1,978378,CO60,2024HC,91,-103,E,96,156,277,-28,9,23,97,97,96,97,E,0,55,77,61,61,-105,-102,73,71,62,61,11
HOLUSAM003253915541,LADYS-MANOR OUT-OF-BOUND,2022,241,1,942915,CO60,2024HC,67,232,G,73,0,1233,90,47,59,81,79,73,74,G,0,47,72,50,50,100,221,67,65,24,50,43
HOLDNKM000000261737,BRUCE,2020,241,1,784266,IM74,2024HC,69,317,G,72,0,1698,54,58,79,78,78,72,81,G,0,47,72,50,50,18,174,68,66,33,50,35
HOLNLDM000440258188,NIJEHOVE LAPAZ,2005,241,1,977605,CO60,2024HC,89,-152,E,95,126,577,-3,4,26,96,96,95,96,E,0,55,77,61,61,9,-61,81,79,66,61,15
HOLUSAM003233795226,LA-CA-DE-LE PLAYA,2021,241,1,942745,CO60,2024HC,68,203,G,74,0,940,76,33,45,82,80,74,75,G,0,47,72,50,50,60,131,101,98,50,50,51
HOLNLDM000890478220,BOUW SNOWBLAST,2011,241,1,940848,CO60,2024HC,92,9,E,97,176,1582,12,16,91,97,97,97,97,E,0,56,78,62,62,79,119,1,1,4,62,-3
HOLDEUM000770807459,GHH HEDGE PP,2019,241,1,782604,KI34,2024HC,77,32,J,86,0,-57,-3,13,-5,90,89,86,88,J,0,50,75,56,56,57,18,-15,-15,-13,56,-2
HOLDEUM000360940218,PAINTED,2018,241,1,782990,IM74,2024HC,73,150,G,79,0,1063,3,29,52,85,83,79,78,G,0,47,73,52,52,-9,57,25,24,18,52,7
HOLBELM000522411926,DELTA ROMANCE PP,2020,241,1,942485,CO60,2024HC,75,115,G,81,0,-413,43,16,-2,86,85,81,79,G,0,52,75,54,54,45,101,4,4,-10,54,14
HOLNLDM000740210673,DG PROUD,2021,241,1,784379,IM90,2024HC,70,86,G,76,0,972,74,37,48,83,81,76,76,G,0,47,72,50,50,200,306,-71,-69,-70,50,-1
HOLDNKM000000261909,VH ALBERTA ALLOY,2020,241,1,784021,IM65,2024HC,68,178,G,73,0,-38,46,18,-1,81,79,73,74,G,0,47,72,50,50,-53,69,45,44,18,50,27
HOLCZEM000081775182,DELTA TRUCKER,2020,241,1,942512,CO60,2024HC,75,268,G,81,0,1924,52,58,93,86,85,81,79,G,0,48,73,52,52,-34,150,100,97,55,52,45
HOLNLDM000420279051,GANVO ESTEBAN,2005,241,1,977361,CO60,2024HC,88,-199,E,94,87,161,-31,-13,2,96,95,94,96,E,0,53,76,59,59,-97,-158,81,79,77,59,4
HOLUSAM003243358080,TERRA-LINDA ROCKET,2021,241,1,784920,IM38,2024HC,70,149,G,76,0,1351,49,28,63,83,81,76,76,G,0,47,72,50,50,106,244,-58,-56,-52,50,-6
HOLNLDM000570534101,DELTA SHERLOCK,2011,241,1,940693,CO60,2024HC,97,-150,E,99,4035,-630,-33,-26,-25,99,99,99,99,E,6,62,80,66,66,-145,-149,31,30,43,66,-12
HOLNLDM000690260333,HBC IMPALA,2012,241,1,940825,CO60,2024HC,90,-45,E,96,151,-823,-37,-23,-34,97,97,96,97,E,0,56,77,61,61,-11,-81,-50,-49,-23,61,-27
HOLUSAM003143553043,AR-JOY CU CHARLEY CHANCE,2017,241,1,782186,IM74,2024HC,82,158,J,89,0,527,28,13,23,92,91,89,89,J,0,48,75,57,57,12,69,23,22,7,57,16
HOLNLDM000570534118,DELTA LOUVRE,2011,241,1,940694,CO60,2024HC,89,-175,E,95,140,-259,-14,-1,-8,96,96,95,96,E,0,51,76,59,59,-45,-30,-7,-7,-3,59,-4
HOLNZLM000000107588,HSS FAVOUR PEER S3F,2006,241,1,765026,CO60,2024HC,41,-83,I,48,0,-1227,-17,-21,-56,59,54,48,54,I,0,11,55,31,31,-192,-233,127,123,70,31,57
HOLDEUM000541365201,WIL GLENN,2021,241,1,784644,KI34,2024HC,69,281,G,75,0,1746,84,56,80,82,81,75,75,G,0,47,72,50,50,69,219,84,81,37,50,47
HOLNLDM000730435381,VENDAIRY DEJAVU,2011,241,1,940743,CO60,2024HC,90,-14,E,96,163,-562,-47,-25,-26,97,97,96,97,E,0,50,76,60,60,-193,-218,71,69,77,60,-6
HOLNZLM000000111602,DELTA MILFORD,2010,241,1,940399,CO60,2024HC,91,-51,E,96,166,344,3,8,11,97,97,96,97,E,1,49,76,60,60,24,12,12,12,6,60,6
HOLNLDM000890357695,SAVEE LEKO,2021,241,1,821461,,2024HC,75,128,G,80,0,1922,74,57,85,86,84,80,79,G,0,52,74,53,53,125,247,41,40,9,53,32
HOLNLDM000470019553,DELTA SEATTLE,2007,241,1,978659,CO60,2024HC,77,-226,G,82,0,-787,-48,-29,-46,87,86,82,80,G,0,55,75,55,55,-20,-116,-54,-52,-26,55,-28
HOLDEUM000360215732,MAZIO PP,2017,241,1,780960,IM03,2024HC,78,50,E,85,20,269,-24,8,19,89,88,85,89,E,0,49,74,55,55,-6,-66,41,40,37,55,4
HOLDNKM000000257050,VH SUAREZ SPARKY,2013,241,1,781488,IM65,2024HC,81,6,E,82,19,-851,-7,-14,-38,86,86,82,86,E,0,48,73,53,53,-56,-83,21,20,17,53,4
HOLFRAM002229184217,LOUXOR,2015,241,1,769743,IM03,2024HC,95,73,E,99,863,-119,3,9,-9,99,99,99,99,E,1,42,75,59,59,-46,58,-50,-49,-49,59,-1
HOLNLDM000730406084,BROEKS SAASVELD,2012,241,1,39694,CO60,2024HC,90,44,E,96,149,639,12,-5,43,97,97,96,97,E,0,51,76,60,60,44,21,36,35,35,60,1
HOLDNKM000000261567,VH TIRSVAD SIMON SOVRAN P,2020,241,1,784280,IM65,2024HC,71,171,G,77,0,1588,61,54,74,83,82,77,76,G,0,48,73,51,51,129,311,-63,-61,-60,51,-3
HOLDEUM000350264603,NIERMANN SCHIPLAGE SERAMIS,2006,241,1,765760,CO60,2024HC,84,-139,J,90,0,504,-28,-18,19,92,92,90,89,J,0,49,75,57,57,11,-46,-15,-15,2,57,-17
HOLNZLM000000109674,DELTA BRABANT,2009,241,1,109674,CO60,2024HC,90,-135,D,96,194,-522,-18,-4,-21,97,97,96,97,D,1,40,74,57,57,23,-63,3,3,6,57,-3
HOLNLDM000431822727,DELTA MALAGA,2006,241,1,977745,CO60,2024HC,97,-56,E,99,3186,634,-26,2,24,99,99,99,99,E,2,53,77,62,62,-136,-137,106,103,93,62,13
HOLNLDM000640251743,APINA PAMERA,2013,241,1,941184,CO60,2024HC,90,9,E,96,158,508,-13,-10,33,97,97,96,97,E,0,51,76,60,60,-71,14,-23,-22,-3,60,-20
HOLNZLM000000110550,MAIRE OMAN FRANKLIN,2009,241,1,766337,CO60,2024HC,74,-146,J,76,0,118,-31,1,8,83,82,76,83,J,0,53,74,53,53,-14,-69,12,12,18,53,-6
HOLDNKM000000260474,VH TOLSTRUP NOLAN NOVAK,2018,241,1,782695,IM65,2024HC,80,125,J,86,0,-1029,3,-12,-49,90,89,86,88,J,0,48,74,55,55,-86,-86,37,36,25,55,12
HOLDEUM000361607797,HIGHFLY P,2019,241,1,782613,IM74,2024HC,73,135,G,79,0,713,27,42,31,85,83,79,78,G,0,49,73,52,52,101,94,33,32,15,52,18
HOLCANM000012719163,PROGENESIS CHARLEY PETER,2017,241,1,780812,IM90,2024HC,82,73,J,89,0,1147,1,26,52,92,90,89,89,J,0,49,75,56,56,32,52,22,21,14,56,8
HOLFRAM002279421309,GIBSONS,2011,241,1,767439,IM53,2024HC,84,-36,J,85,0,211,-8,-2,4,90,89,85,88,J,0,49,75,56,56,-10,-48,33,32,27,56,6
HOLNLDM000711611234,DE OOSTERHOF DG HELIOS,2016,241,1,780113,IM90,2024HC,80,50,J,85,0,608,20,10,27,89,88,85,87,J,0,48,74,55,55,92,90,-15,-15,-17,55,2
HOLNLDM000431724757,DELTA KEEGAN,2005,241,1,977403,CO60,2024HC,90,-170,E,96,131,-633,-25,-15,-34,97,97,96,97,E,0,53,77,61,61,-80,-187,90,87,78,61,12
HOLUSAM003134407010,PEAK CLUTCH,2016,241,1,941866,CO60,2024HC,75,15,G,80,0,-73,26,10,-11,86,84,80,79,G,0,48,73,52,52,48,86,-31,-30,-31,52,0
HOLDEUM000541716397,FALCAO P,2022,241,1,785244,KI34,2024HC,68,228,G,74,0,1697,59,43,78,81,79,74,74,G,0,47,72,50,50,88,191,45,44,18,50,27
HOLDEUM000121518651,BUTTON,2014,241,1,768977,IM74,2024HC,79,30,J,88,0,941,2,11,48,91,90,88,89,J,0,48,74,55,55,-73,-82,139,135,103,55,36
HOLDEUM000361510797,PREMIUM ALS MAGDALENA ET,2019,241,1,783383,VL21,2024HC,74,152,J,82,0,1361,57,40,67,87,85,82,86,J,0,47,73,53,53,8,203,16,16,-8,53,24
HOLUSAM003254482704,AOT HOWZER,2022,241,1,942885,CO60,2024HC,67,255,G,73,0,626,84,42,31,80,79,73,73,G,0,47,72,50,50,120,174,72,70,28,50,44
